size	self.epochs	time_taken	cost
750	0	0:00:01.952231	0
750	4	0:00:03.498927	3.5972818086908616
975	8	0:00:03.854525	3.4686361022108834
1200	12	0:00:03.912114	3.2570756922278368
1425	16	0:00:03.969888	3.132090048462133
1650	20	0:00:04.028125	2.9531039274973727
1875	24	0:00:04.119265	2.76187092566628
2100	28	0:00:04.221674	2.6399199419162724
2325	32	0:00:04.295794	2.4447195179844075
2550	36	0:00:04.365656	2.2770341032794494
2775	40	0:00:04.439192	2.183434516235694
3000	44	0:00:04.514929	2.0963759958356
3225	48	0:00:04.592023	1.993705604735256
3450	52	0:00:04.666325	1.9027619825431499
3675	56	0:00:04.738415	1.8659324444506153
3900	60	0:00:04.817560	1.8175755748539106
4125	64	0:00:04.921608	1.7205895229942043
4350	68	0:00:05.048539	1.6974625284916072
4575	72	0:00:05.203588	1.5954514114484661
4800	76	0:00:05.307029	1.5516170527752668
5025	80	0:00:05.403872	1.4806215346181661
5250	84	0:00:05.504243	1.4142839245487977
5475	88	0:00:05.612005	1.3606152200635777
5700	92	0:00:05.705154	1.3269493210847187
5925	96	0:00:05.801901	1.2568272712734498
6150	100	0:00:05.900412	1.2079559399366557
6375	104	0:00:06.323364	1.1468517958493412
6600	108	0:00:06.420867	1.0722681937364884
6825	112	0:00:06.521846	1.026651659700347
7050	116	0:00:06.627150	0.9760622448695246
7275	120	0:00:06.741034	0.9308375487536754
7500	124	0:00:06.849138	0.8928903091415297
7725	128	0:00:06.965776	0.8145373551492079
7950	132	0:00:07.086982	0.7603131409956266
8175	136	0:00:07.217016	0.7011301154210398
8400	140	0:00:07.334028	0.6531724588063919
8625	144	0:00:07.449049	0.6164107025636415
8850	148	0:00:07.569676	0.5688653934855735
9075	152	0:00:07.692552	0.5258731123990568
9300	156	0:00:07.818818	0.4706988077609818
9525	160	0:00:07.944670	0.4260338213350922
9750	164	0:00:08.088943	0.393585680251818
9975	168	0:00:08.303413	0.32862472119516667
10200	172	0:00:08.460787	0.3012681578750796
10425	176	0:00:08.618277	0.27317742488558144
10650	180	0:00:08.783143	0.241554829643681
10875	184	0:00:08.928381	0.20654738812434661
11100	188	0:00:09.081540	0.18373735892497256
11325	192	0:00:09.231289	0.16946238156584292
11550	196	0:00:09.382880	0.14810490305093504
11775	200	0:00:09.541043	0.14173857300267628
12000	204	0:00:10.132736	0.1392485725464325
12225	208	0:00:10.306668	0.145442355742567
12450	212	0:00:10.496176	0.13521755600841365
12675	216	0:00:10.664955	0.13961211678121146
12900	220	0:00:10.835060	0.1414485808027765
13125	224	0:00:11.014022	0.13906442751985384
13350	228	0:00:11.191418	0.1231510037611788
13575	232	0:00:11.366206	0.11194155474758408
13800	236	0:00:11.532772	0.09791643821361859
14025	240	0:00:11.705278	0.08963361349013207
14250	244	0:00:11.875139	0.08414599639723236
14475	248	0:00:12.064238	0.06262049922697528
14700	252	0:00:12.249337	0.06353606816141062
14925	256	0:00:12.446154	0.0536974253962465
15150	260	0:00:12.649582	0.04460194505701272
15375	264	0:00:12.869726	0.041274796710520804
15600	268	0:00:13.081655	0.028640867912558838
15825	272	0:00:13.279054	0.021342889929001498
16050	276	0:00:13.473125	0.02245263059333269
16275	280	0:00:13.670821	0.017223780402100323
16500	284	0:00:13.868896	0.01819048020682701
16725	288	0:00:14.076380	0.014584267671551614
16950	292	0:00:14.290713	0.014440123026525177
17175	296	0:00:14.502552	0.008149990377452133
17400	300	0:00:14.717566	0.0030068085509575553
17625	304	0:00:15.460505	0.004693094964921992
17850	308	0:00:15.683426	0.005286996906355086
18075	312	0:00:15.905341	-0.0004418633015190722
18300	316	0:00:16.128202	0.0031322597597149447
18525	320	0:00:16.357637	0.0007093085930204244
18750	324	0:00:16.596365	0.0035256241633423594
18975	328	0:00:16.846981	0.006394860482193081
19200	332	0:00:17.111032	0.0019558011445961537
19425	336	0:00:17.362865	-0.003499991584296888
19650	340	0:00:17.619468	-0.002363082567430866
19875	344	0:00:17.883272	-0.006778481010821678
20100	348	0:00:18.182908	-0.005252664936349981
20325	352	0:00:18.451356	-0.013819155158081648
20550	356	0:00:18.717403	-0.01293305576103228
20775	360	0:00:18.976457	-0.009924914278166982
21000	364	0:00:19.266690	-0.007216891230908372
21225	368	0:00:19.544012	-0.0031610080431681226
21450	372	0:00:19.822159	-0.010334620251395164
21675	376	0:00:20.096574	-0.004023291821044067
21900	380	0:00:20.381558	-0.0065496197881923495
22125	384	0:00:20.799066	7.20724777180983e-05
22350	388	0:00:21.143946	-0.003018244015790283
22575	392	0:00:21.450837	-0.004003588963620657
22800	396	0:00:21.766420	-0.007680187584967941
23025	400	0:00:22.060990	0.0005735293254158205
23250	404	0:00:22.974566	-0.0075440865275691145
23475	408	0:00:23.293675	-0.007906445938173015
23700	412	0:00:23.620822	-0.011280553156532968
23925	416	0:00:23.938507	-0.019379818889137545
24150	420	0:00:24.275504	-0.012229795923154872
24375	424	0:00:24.601814	-0.01886017264571113
24600	428	0:00:24.917970	-0.01596911364707019
24825	432	0:00:25.249151	-0.009893166917315278
25050	436	0:00:25.572104	-0.005873528496258381
25275	440	0:00:25.898932	-0.011707239405518502
25500	444	0:00:26.220451	-0.011642464470776687
25725	448	0:00:26.545466	-0.007726359636921225
25950	452	0:00:26.869046	-0.010550120840913307
26175	456	0:00:27.213947	-0.016178370948693493
26400	460	0:00:27.552429	-0.013381029980171032
26625	464	0:00:27.960567	-0.02298338266359413
26850	468	0:00:28.303342	-0.0188454009438053
27075	472	0:00:28.633350	-0.015101182262824408
27300	476	0:00:28.972067	-0.010950661839197667
27525	480	0:00:29.311508	-0.01172798705596848
27750	484	0:00:29.665464	-0.008482012728447064
27975	488	0:00:30.008125	-0.008881677640868543
28200	492	0:00:30.359572	-0.0060665830124932455
28425	496	0:00:30.713883	-0.01645932835378915
28650	500	0:00:31.063508	-0.010745816140330551
28875	504	0:00:32.114389	-0.012250789942431648
29100	508	0:00:32.476233	-0.008421919683699333
29325	512	0:00:32.835863	-0.008320513788629899
29550	516	0:00:33.208933	-0.010395111694513409
29775	520	0:00:33.613791	-0.01116619376177732
30000	524	0:00:34.006045	-0.006708381793800264
30225	528	0:00:34.452831	-0.007675711387325613
30450	532	0:00:35.059478	-0.007636939100899166
30675	536	0:00:35.446743	-0.011661243809456249
30900	540	0:00:35.849536	-0.006508145006513306
31125	544	0:00:36.242697	-0.008612615392990268
31350	548	0:00:36.623047	-0.007257615846666622
31575	552	0:00:37.012039	-0.010653801696901917
31800	556	0:00:37.429289	-0.00847671026314796
32025	560	0:00:37.831204	-0.005193179684985754
32250	564	0:00:38.218706	-0.00824299805107709
32475	568	0:00:38.614680	-0.012922839405151888
32700	572	0:00:39.027874	-0.011711224577518364
32925	576	0:00:39.520961	-0.007057577911024119
33150	580	0:00:39.957583	-0.007590381877866831
33375	584	0:00:40.370023	-0.006637900625787738
33600	588	0:00:40.768960	-0.003928084463664327
33825	592	0:00:41.186793	-0.0033769715769721995
34050	596	0:00:41.617791	-0.0028234647915964376
