size	self.epochs	time_taken	cost
500	0	0:00:01.694472	0
500	5	0:00:03.058856	3.593768966992864
650	10	0:00:03.362855	3.4239627199642677
800	15	0:00:03.404659	3.2909737412934543
950	20	0:00:03.448561	2.939062250289442
1100	25	0:00:03.496622	2.9440021397567615
1250	30	0:00:03.547672	2.600210202403456
1400	35	0:00:03.614355	2.5361854755481534
1550	40	0:00:03.677020	2.348525014194882
1700	45	0:00:03.746989	2.319904765423975
1850	50	0:00:03.807287	2.2586838522420742
2000	55	0:00:03.864493	2.1892769577697253
2150	60	0:00:03.919414	2.1698677394584953
2300	65	0:00:03.980298	2.1419304926417695
2450	70	0:00:04.040747	2.163348614626789
2600	75	0:00:04.104655	2.109641380308721
2750	80	0:00:04.170269	2.107282746897875
2900	85	0:00:04.248560	1.9926290424553046
3050	90	0:00:04.350953	1.990149984325354
3200	95	0:00:04.429342	1.9866537418501427
3350	100	0:00:04.505497	1.9058873613921057
3500	105	0:00:04.854653	1.8583556141349107
3650	110	0:00:04.935547	1.8729837895087065
3800	115	0:00:05.015246	1.8309164107124047
3950	120	0:00:05.098706	1.8082226615543833
4100	125	0:00:05.180572	1.7639113807607933
4250	130	0:00:05.269796	1.7598598159592114
4400	135	0:00:05.354573	1.7376361541856007
4550	140	0:00:05.440684	1.695394094938879
4700	145	0:00:05.532419	1.7357612337636665
4850	150	0:00:05.623482	1.6712728121849245
5000	155	0:00:05.716572	1.647390589504577
5150	160	0:00:05.818243	1.6301513509950856
5300	165	0:00:05.924675	1.629079303692287
5450	170	0:00:06.052909	1.6131667672535834
5600	175	0:00:06.191836	1.5413543382972252
5750	180	0:00:06.386728	1.547238985859251
5900	185	0:00:06.552395	1.5178487894080552
6050	190	0:00:06.696608	1.4973073499835554
6200	195	0:00:06.810837	1.4833019161053556
6350	200	0:00:06.928837	1.4870967079147681
6500	205	0:00:07.395287	1.4624051323611695
6650	210	0:00:07.574034	1.4235575607549027
6800	215	0:00:07.713472	1.4055739569545855
6950	220	0:00:07.847214	1.3937884991622376
7100	225	0:00:07.986117	1.3650635311675412
7250	230	0:00:08.117479	1.3629762987975296
7400	235	0:00:08.250264	1.3364114134417777
7550	240	0:00:08.379463	1.3308149438124965
7700	245	0:00:08.511145	1.3280622198022434
7850	250	0:00:08.649810	1.2979131771075705
8000	255	0:00:08.793847	1.283853825585405
8150	260	0:00:08.936695	1.275226235078248
8300	265	0:00:09.081865	1.2413165627602558
8450	270	0:00:09.219157	1.2129469199734264
8600	275	0:00:09.372305	1.1944039042080634
8750	280	0:00:09.522743	1.1989411804164505
8900	285	0:00:09.674778	1.1692118758980663
9050	290	0:00:09.826072	1.1658247952686547
9200	295	0:00:09.978000	1.133903018387924
9350	300	0:00:10.129807	1.1245166540484683
9500	305	0:00:10.690962	1.0903988482813236
9650	310	0:00:10.851178	1.084136773064316
9800	315	0:00:11.019601	1.0551349530111462
9950	320	0:00:11.186440	1.029454875714157
10100	325	0:00:11.350682	1.0165601444682764
10250	330	0:00:11.540634	1.001301267473567
10400	335	0:00:11.708275	0.9946629228408965
10550	340	0:00:11.894304	0.9466639766660905
10700	345	0:00:12.075229	0.9560981464010688
10850	350	0:00:12.265245	0.9256581554546134
11000	355	0:00:12.437853	0.9097297542459091
11150	360	0:00:12.619525	0.8859396041601668
11300	365	0:00:12.797434	0.878725511740213
11450	370	0:00:12.980082	0.8538603264257989
11600	375	0:00:13.228160	0.8268234382052023
11750	380	0:00:13.540183	0.8225010539693378
11900	385	0:00:13.799684	0.8055914964175843
12050	390	0:00:13.993651	0.7891581355094247
12200	395	0:00:14.200397	0.7555814309347596
12350	400	0:00:14.395336	0.7363879878094362
12500	405	0:00:15.097270	0.7078574529792114
12650	410	0:00:15.297196	0.7153743060741711
12800	415	0:00:15.499938	0.6694675180840203
12950	420	0:00:15.705345	0.6633781828309799
13100	425	0:00:15.904622	0.6483690603496884
13250	430	0:00:16.127895	0.6274120842932099
13400	435	0:00:16.334642	0.6006387318970378
13550	440	0:00:16.567838	0.5841196612918321
13700	445	0:00:16.799476	0.5780992802250567
13850	450	0:00:17.032130	0.5570661335683693
14000	455	0:00:17.254290	0.5370917046661767
14150	460	0:00:17.479091	0.5178779556511517
14300	465	0:00:17.711835	0.49785633739601415
14450	470	0:00:17.973584	0.4878663535640773
14600	475	0:00:18.249871	0.47031162657800407
14750	480	0:00:18.718731	0.44764294596912174
14900	485	0:00:19.019606	0.42246005627098354
15050	490	0:00:19.295730	0.42409990284370075
15200	495	0:00:19.550978	0.399089564697159
15350	500	0:00:19.809006	0.3885364505623035
15500	505	0:00:20.551604	0.37284996040238483
15650	510	0:00:20.839264	0.3591096924879932
15800	515	0:00:21.099540	0.3311529896143662
15950	520	0:00:21.359604	0.31419650104990304
16100	525	0:00:21.627997	0.3010667315024028
16250	530	0:00:21.891253	0.28336821752119434
16400	535	0:00:22.150864	0.28089494739631976
16550	540	0:00:22.411365	0.2668538420704205
16700	545	0:00:22.697547	0.23898147454539428
16850	550	0:00:22.987769	0.23258228390630986
17000	555	0:00:23.274903	0.22332682506075793
17150	560	0:00:23.551060	0.19210641453291083
17300	565	0:00:23.867501	0.17837336184747918
17450	570	0:00:24.280869	0.1696188414723268
17600	575	0:00:24.611781	0.1528930713272223
17750	580	0:00:24.904613	0.14250661891519145
17900	585	0:00:25.194871	0.12846374295601048
18050	590	0:00:25.483869	0.12293140099693474
18200	595	0:00:25.768715	0.10547293408836225
18350	600	0:00:26.055745	0.09531443460450692
18500	605	0:00:26.934976	0.0840296177421261
