size,epochs,time_taken,cost
13620,584,22.685484,0.44520443312683033
13665,588,22.835726,0.4428138175404685
13710,592,22.984314,0.4395321313331806
13755,596,23.153325,0.44258872242962943
13800,600,23.304288,0.4405038778462481
13845,604,23.454637,0.4405201885768048
13890,608,23.605316,0.4418333180871336
13935,612,23.756385,0.4439733814141138
13980,616,23.915153,0.4419839178270875
14025,620,24.116454,0.44020507466493874
14070,624,24.405296,0.44035783801793565
14115,628,24.625158,0.4416806085025294
14160,632,24.791875,0.4428873321765109
14205,636,24.955585,0.4423839882118798
14250,640,25.119343,0.44371138247845054
14295,644,25.277127,0.44223102889044164
14340,648,25.432544,0.44074850882910177
14385,652,25.589081,0.44041399167252226
14430,656,25.744585,0.43601937601069213
14475,660,25.921,0.4385615634680836
14520,664,26.085462,0.43897171489844244
14565,668,26.267123,0.44030460537422544
14610,672,26.425588,0.4341638510236726
14655,676,26.583266,0.43788850046255395
14700,680,26.746467,0.4354322515355747
14745,684,26.906773,0.4374718148495961
14790,688,27.066946,0.4410851831856324
14835,692,27.245285,0.4431944290826601
14880,696,27.411854,0.4341424704825142
14925,700,27.575591,0.4387674647728554
14970,704,27.737569,0.4413056101033454
15015,708,27.900298,0.43941041594290775
15060,712,28.063999,0.4401737275799324
15105,716,28.229567,0.4405815650799954
15150,720,28.395098,0.4382254508260122
15195,724,28.563732,0.43881479438778526
15240,728,28.75395,0.43691299000711153
15285,732,28.922076,0.43969209878951904
15330,736,29.089096,0.43721786576089244
15375,740,29.256445,0.4339659644930906
15420,744,29.42379,0.4377370091196437
15465,748,29.60035,0.4369083086944233
15510,752,29.810956,0.43756001428902236
15555,756,30.105969,0.43548881123103816
15600,760,30.33822,0.4395573827747479
15645,764,30.511603,0.4349864371361255
15690,768,30.693948,0.4384252147437054
15735,772,30.871186,0.43731145296813084
15780,776,31.042863,0.4346711869438265
15825,780,31.212977,0.4373843995426117
15870,784,31.385224,0.43177066506440714
15915,788,31.577688,0.441572328645484
15960,792,31.765073,0.4356431528500382
16005,796,31.960511,0.4379065550367762
16050,800,32.136513,0.4378672881608619
16095,804,32.312788,0.4388731349137044
16140,808,32.488095,0.43432152319031975
16185,812,32.665161,0.4366568862476675
16230,816,32.842066,0.4383158707283909
16275,820,33.014001,0.4408880042654607
16320,824,33.189104,0.4370815883623031
16365,828,33.364528,0.43576082281584916
16410,832,33.558007,0.43531479527637046
16455,836,33.734931,0.43704977680773455
16500,840,33.912722,0.44282813806666754
16545,844,34.090386,0.43819463109356227
16590,848,34.268679,0.43699724940775675
16635,852,34.446941,0.4354666547775415
16680,856,34.626643,0.4358527792542081
16725,860,34.809291,0.43959631067926774
16770,864,35.022923,0.43555368045839477
16815,868,35.24332,0.4358943434726551
16860,872,35.454974,0.43442818505077035
16905,876,35.669541,0.4340135254322405
16950,880,35.871639,0.4277062579740646
16995,884,36.065625,0.43808789690863126
17040,888,36.263009,0.43379653576738575
17085,892,36.461697,0.43790895672044694
17130,896,36.657214,0.4327122685515768
17175,900,36.85025,0.4336477711911304
17220,904,37.042542,0.4320009642545607
17265,908,37.237372,0.4382325455575246
17310,912,37.430477,0.4359695478862295
17355,916,37.624629,0.43022815561670785
17400,920,37.820968,0.4374170124103175
17445,924,38.019752,0.4324904709060733
17490,928,38.215863,0.43318544722341457
17535,932,38.409632,0.4409940649253386
17580,936,38.604044,0.42832881862078076
17625,940,38.798117,0.4372275137927654
17670,944,38.994562,0.43169026515957437
17715,948,39.194022,0.43081893743664157
17760,952,39.428018,0.4321321005335529
17805,956,39.662673,0.4358102148183546
17850,960,39.861496,0.4305474190700302
17895,964,40.059087,0.4328140751713675
