size,epochs,time_taken,cost
7500,0,2.523679,0
7500,40,5.236629,1.4792372419704298
7545,44,5.350415,1.3459565557917867
7590,48,5.455663,1.3140104276175715
7635,52,5.556341,1.279403985487337
7680,56,5.654771,1.2511725075274587
7725,60,5.753154,1.2178032395041092
7770,64,5.845945,1.1912686511457895
7815,68,5.937321,1.165065968688976
7860,72,6.032079,1.1345868022207277
7905,76,6.126742,1.124962775633818
7950,80,6.220749,1.1007947735280375
7995,84,6.315836,1.0675044222986723
8040,88,6.408245,1.05462209997018
8085,92,6.501386,1.0141083845340355
8130,96,6.596143,1.0036206584267577
8175,100,6.68974,0.9714435975153589
8220,104,6.817696,0.936421810310545
8265,108,6.911025,0.9181574319332579
8310,112,7.010894,0.88549605326147
8355,116,7.123634,0.869893639209791
8400,120,7.226375,0.832414960916447
8445,124,7.358016,0.8101303180518281
8490,128,7.466594,0.7916837382702222
8535,132,7.570892,0.7536595778468459
8580,136,7.680869,0.7401729149101717
8625,140,7.782638,0.7190219446287356
8670,144,7.886807,0.6828799241272411
8715,148,7.988378,0.6659669165913703
8760,152,8.168583,0.6419920524699083
8805,156,8.362539,0.6204752943526389
8850,160,8.504801,0.5994557933184611
8895,164,8.621784,0.5894509976299663
8940,168,8.725789,0.5664462392147677
8985,172,8.828211,0.5479006983379712
9030,176,8.939797,0.5338692226452146
9075,180,9.044829,0.518610238561814
9120,184,9.146533,0.5033460015673383
9165,188,9.257917,0.4938261527718717
9210,192,9.360661,0.47088159377568534
9255,196,9.464181,0.4727536484837434
9300,200,9.581057,0.45812859774489034
9345,204,9.731253,0.4627881741553621
9390,208,9.841061,0.45410192298561725
9435,212,9.970026,0.4572420368497385
9480,216,10.075671,0.4595808572305158
9525,220,10.18937,0.4596925527526582
9570,224,10.299495,0.45425523019623276
9615,228,10.406366,0.45110422042146
9660,232,10.515773,0.4525904953092558
9705,236,10.624255,0.4583804421854797
9750,240,10.733804,0.4548542082089884
9795,244,10.84248,0.45915423807896866
9840,248,10.950482,0.4511896652523883
9885,252,11.061867,0.45421644205958855
9930,256,11.172779,0.45832428545905524
9975,260,11.283837,0.4524414925841058
10020,264,11.401309,0.4518789157759495
10065,268,11.51915,0.459217734901212
10110,272,11.632881,0.44843368876603595
10155,276,11.745457,0.4512126840156945
10200,280,11.858669,0.4504270305827982
10245,284,11.971022,0.44973594379564863
10290,288,12.084748,0.4501009175991377
10335,292,12.198455,0.4590625087094549
10380,296,12.31588,0.453363744388339
10425,300,12.438816,0.4511662182096711
10470,304,12.606931,0.4522720849081416
10515,308,12.740567,0.4459350332225826
10560,312,12.856753,0.4503345031472752
10605,316,12.972695,0.454442287547812
10650,320,13.089535,0.44552433850509476
10695,324,13.208814,0.4532613184414527
10740,328,13.325089,0.45263392651080886
10785,332,13.443583,0.452481419053493
10830,336,13.567395,0.44418065230413084
10875,340,13.705531,0.4525606438253597
10920,344,13.858027,0.4500992689347099
10965,348,14.117062,0.4457282196922044
11010,352,14.290452,0.44421460750221253
11055,356,14.43441,0.44898455118994374
11100,360,14.556068,0.4496493732573861
11145,364,14.687371,0.4452869872444014
11190,368,14.811345,0.45115573693689476
11235,372,14.937295,0.4447533916363954
11280,376,15.064893,0.44731456886399207
11325,380,15.18798,0.450738929823679
11370,384,15.310766,0.43958669770151676
11415,388,15.436117,0.4427262888482661
11460,392,15.573488,0.4493669043122657
11505,396,15.70322,0.44847776131800404
11550,400,15.84121,0.44691061029276724
11595,404,15.974642,0.4456609881293277
11640,408,16.103001,0.44662212615395547
11685,412,16.230062,0.4422782230664881
11730,416,16.356635,0.4515273409273794
11775,420,16.485833,0.45003931312800965
11820,424,16.623908,0.4471435352872929
11865,428,16.758194,0.44316486187158477
11910,432,16.888775,0.4472593736129494
11955,436,17.019291,0.45280748989679376
12000,440,17.150777,0.44892576596942185
12045,444,17.286659,0.446981324653996
12090,448,17.425047,0.44442456943383807
12135,452,17.565209,0.4509658859841243
12180,456,17.698548,0.4543887711918535
12225,460,17.843162,0.4505818513069767
12270,464,17.977767,0.4541397559080653
12315,468,18.128538,0.4513729367516241
12360,472,18.262342,0.4427507831866165
12405,476,18.399057,0.4470300278072826
12450,480,18.534305,0.4414748281625434
12495,484,18.668566,0.45154224703158136
12540,488,18.823902,0.44590856489559255
12585,492,18.966948,0.44948722750438697
12630,496,19.148632,0.4478636658506132
12675,500,19.414159,0.44815406352436815
12720,504,19.685512,0.44541714107551955
12765,508,19.845139,0.44440354913789515
12810,512,19.99395,0.44058584747479945
12855,516,20.13638,0.44808002159914284
12900,520,20.279914,0.4442679204037475
12945,524,20.436816,0.449570978853257
12990,528,20.584274,0.44805564026711336
13035,532,20.74645,0.4453147774974699
13080,536,20.891204,0.448179657483732
13125,540,21.034311,0.4463006758329951
13170,544,21.182125,0.4497555082226386
13215,548,21.326319,0.44297268222064773
13260,552,21.469597,0.4476161339575304
13305,556,21.616733,0.4491164507536758
13350,560,21.768958,0.44590194041744824
13395,564,21.934759,0.4420737193448953
13440,568,22.081485,0.45009921045549395
13485,572,22.22971,0.43836268707432474
13530,576,22.379615,0.44594282899883486
13575,580,22.531593,0.43537052693612943
