size,epochs,time_taken,cost
30150,644,43.107935,0.41054782755559804
30300,648,43.455712,0.407777275953683
30450,652,43.820483,0.40743248871773347
30600,656,44.179361,0.40913587400981155
30750,660,44.534364,0.40899289122665633
30900,664,44.891425,0.4090919858086267
31050,668,45.25072,0.4068577650589021
31200,672,45.611765,0.4087566755411113
31350,676,45.968309,0.4064929040728194
31500,680,46.333694,0.4058915799896348
31650,684,46.694203,0.4043702868215504
31800,688,47.065841,0.40571255063061595
31950,692,47.434945,0.40327631564691285
32100,696,47.80632,0.4090234081326788
32250,700,48.181253,0.4036073722276818
32400,704,48.551659,0.40267022845258893
32550,708,48.926308,0.40517859289146285
32700,712,49.30697,0.4072528154911606
32850,716,49.683484,0.4021096597723568
33000,720,50.06669,0.40730895822358104
33150,724,50.452423,0.40287277504663793
33300,728,50.830327,0.404695709634466
33450,732,51.23481,0.40059233367229924
33600,736,51.625964,0.40565213051517723
33750,740,52.0196,0.4032698068061459
33900,744,52.411956,0.40613083700180735
34050,748,52.807948,0.40179168629735534
34200,752,53.205323,0.40200235214328534
34350,756,53.604622,0.40485176706859394
34500,760,54.010594,0.4041642573267771
34650,764,54.409623,0.40197649814892855
34800,768,54.809277,0.39916021069202495
34950,772,55.216943,0.39656762588642985
35100,776,55.624657,0.40068641557124063
35250,780,56.032709,0.3979166707896509
35400,784,56.444688,0.39958826584769996
35550,788,56.851407,0.40009788313382566
35700,792,57.27142,0.4007082210493748
35850,796,57.691181,0.4002058489473592
36000,800,58.1064,0.40069393682265153
36150,804,58.52364,0.3991876288721636
36300,808,58.946077,0.4019355933798128
36450,812,59.365581,0.4015247707194593
36600,816,59.792539,0.40065819741767456
36750,820,60.216075,0.4007898958390929
36900,824,60.640813,0.4009247722470671
37050,828,61.07053,0.39976867537303745
37200,832,61.500583,0.3990154603783879
37350,836,61.934353,0.39939843287530413
37500,840,62.375258,0.4030672470506853
37650,844,62.914886,0.4006903938485856
37800,848,63.434004,0.4014629189402796
37950,852,63.928096,0.39748589758516223
38100,856,64.410876,0.39986736960604324
38250,860,64.880167,0.39803886264032573
38400,864,65.3588,0.3976364220780113
38550,868,65.841309,0.39770179685557766
38700,872,66.303661,0.3965372494605363
38850,876,66.763508,0.3985077091142051
39000,880,67.240306,0.39549631386097056
39150,884,67.705229,0.3963102966028983
39300,888,68.168644,0.39820919598715643
39450,892,68.642893,0.39386830103334486
39600,896,69.106021,0.39635051380284514
39750,900,69.570089,0.39272490944577526
39900,904,70.039454,0.39376040433156584
40050,908,70.505719,0.3933252277650276
40200,912,70.978177,0.39254845561362983
40350,916,71.455828,0.3960495557970269
40500,920,71.934671,0.39234256105084353
40650,924,72.408548,0.3944532052511739
40800,928,72.892772,0.3963723558702028
40950,932,73.37002,0.3947825605315061
41100,936,73.847013,0.393876091329155
41250,940,74.329079,0.3969111666568302
41400,944,74.81963,0.3933093173340095
41550,948,75.299792,0.3927208342922124
41700,952,75.785579,0.3930960704807918
41850,956,76.273662,0.39189772884099805
42000,960,76.763301,0.39286403621233323
42150,964,77.260235,0.39594350448121657
42300,968,77.751712,0.39010117660214266
42450,972,78.251027,0.3921911409459563
42600,976,78.755864,0.3933451560439624
42750,980,79.255419,0.39240299421472224
42900,984,79.76276,0.3948869861619593
43050,988,80.277027,0.38970532055010965
43200,992,80.780027,0.39422710322486043
43350,996,81.293681,0.39161626699640983
43500,1000,81.804836,0.391292911707558
43650,1004,82.49395,0.3904427100037569
43800,1008,83.006121,0.3882824276285025
43950,1012,83.525869,0.3899530351230074
44100,1016,84.042283,0.3906496458859171
44250,1020,84.561004,0.39232924585941653
44400,1024,85.083749,0.3910890548394787
44550,1028,85.611368,0.38925677459908203
44700,1032,86.130805,0.3872114260984481
44850,1036,86.65638,0.3930966743645242
45000,1040,87.177575,0.3914994070975249
45150,1044,87.708419,0.389109452178651
45300,1048,88.237442,0.38857605020853636
45450,1052,88.762615,0.38831572743735027
45600,1056,89.29467,0.38767085345010505
45750,1060,89.82642,0.39006194794090965
45900,1064,90.356562,0.39216847846327646
46050,1068,90.901011,0.38925622773317176
46200,1072,91.444447,0.39053844882123684
46350,1076,91.981079,0.38830425198885
46500,1080,92.518719,0.38960910751089495
46650,1084,93.059651,0.3904546573069347
46800,1088,93.601709,0.39266708589871535
46950,1092,94.153904,0.3907726578962855
47100,1096,94.733797,0.3896000228842795
47250,1100,95.356298,0.3912987981407137
47400,1104,96.066047,0.3881080358009107
47550,1108,96.644414,0.39366108012968304
47700,1112,97.21342,0.3905668872083212
47850,1116,97.791178,0.39084826220646995
48000,1120,98.385687,0.3904078142476308
48150,1124,98.969968,0.38970717726031656
48300,1128,99.547751,0.3898125558099438
48450,1132,100.16019,0.3905576885999509
48600,1136,100.759459,0.38981477363957523
48750,1140,101.355875,0.39184531889079455
48900,1144,101.9511,0.38861843062922025
49050,1148,102.559823,0.3873740907374353
49200,1152,103.151268,0.38678228655040553
49350,1156,103.828785,0.3896158966174456
49500,1160,104.434727,0.38716186099738614
49650,1164,105.024786,0.38310116984490944
49800,1168,105.640364,0.3865041150871027
49950,1172,106.247246,0.3869236367066029
50100,1176,106.863252,0.3862495732600941
50250,1180,107.505239,0.3860811139007037
50400,1184,108.109296,0.3845826334508904
50550,1188,108.726478,0.38427489571790285
50700,1192,109.344661,0.38751072998417346
50850,1196,110.020528,0.38752230664570037
51000,1200,110.650504,0.3850372150294235
51150,1204,111.281687,0.38662272952631754
51300,1208,111.898704,0.384652996813783
51450,1212,112.498728,0.38956312568490375
51600,1216,113.112742,0.3852780703358559
51750,1220,113.738594,0.3870783409155293
51900,1224,114.411147,0.38435786661014676
52050,1228,115.0959,0.3868141570956431
52200,1232,115.716516,0.38291848815980756
52350,1236,116.341138,0.3848659764877084
52500,1240,116.964926,0.3838952517447874
52650,1244,117.594655,0.385105519600303
52800,1248,118.227625,0.3847265316047524
52950,1252,118.892191,0.3821423810283433
53100,1256,119.576865,0.38653532131633844
53250,1260,120.21392,0.3857467681629252
53400,1264,120.845737,0.38388769525212996
53550,1268,121.485552,0.38294791112579346
53700,1272,122.11548,0.38796120487078356
53850,1276,122.758783,0.38660842773908727
54000,1280,123.398171,0.38561518072750617
54150,1284,124.045877,0.3858392618039795
54300,1288,124.706934,0.3834543627209238
54450,1292,125.347466,0.38733707597326683
54600,1296,125.987837,0.38614154645778576
54750,1300,126.636082,0.3861010850296136
54900,1304,127.30167,0.38415773217091165
55050,1308,127.964437,0.3833586987492972
55200,1312,128.645216,0.3841544436024501
55350,1316,129.317961,0.3846175097177316
55500,1320,130.03422,0.3847833190758893
55650,1324,130.714511,0.38478672696262617
55800,1328,131.375477,0.3844790232926786
55950,1332,132.082587,0.3838781976141573
56100,1336,132.804226,0.38252722361537483
56250,1340,133.549765,0.38161791012482904
56400,1344,134.236145,0.3846366758871685
56550,1348,134.938161,0.3814634487609495
56700,1352,135.674561,0.38207033731249307
56850,1356,136.401299,0.38369690527065
57000,1360,137.103568,0.3827767072127832
57150,1364,137.793364,0.3830725281798929
57300,1368,138.476646,0.3806025489583549
57450,1372,139.156547,0.3826635132353685
57600,1376,139.833412,0.3844371456774055
57750,1380,140.534581,0.38234734979032164
57900,1384,141.234555,0.38343527551137385
58050,1388,141.945268,0.38308941939590646
58200,1392,142.651713,0.38088086840498697
58350,1396,143.349206,0.3809143417127158
58500,1400,144.05475,0.38305380968077923
58650,1404,144.763774,0.38386225065496843
58800,1408,145.477411,0.38106530979415043
58950,1412,146.183606,0.38078612084724534
59100,1416,146.924108,0.38169418393504206
59250,1420,147.659469,0.3823251363085783
59400,1424,148.413077,0.37962776206450305
59550,1428,149.175415,0.3812071912008071
59700,1432,149.963545,0.38056597199868913
59850,1436,150.676333,0.38081506116427477
60000,1440,151.399204,0.3814211901724086
60150,1444,152.135994,0.37916455337391225
60300,1448,152.859017,0.3780349032759822
60450,1452,153.634117,0.3800886225792714
60600,1456,154.369965,0.38161242715524146
60750,1460,155.105448,0.38018802423830783
60900,1464,155.839591,0.3797677915476617
61050,1468,156.570067,0.38140431970594724
61200,1472,157.292777,0.3811918898275648
61350,1476,158.019377,0.37892122487052
61500,1480,158.746768,0.381906573390282
61650,1484,159.471322,0.3789851122068469
61800,1488,160.223312,0.38159249226051223
61950,1492,160.970681,0.38027872708753946
62100,1496,161.732493,0.3791349909048037
62250,1500,162.477081,0.38151058969879537
62400,1504,163.48249,0.3791650438755489
62550,1508,164.230034,0.38232680251805673
62700,1512,165.01766,0.38107984998958183
62850,1516,165.799894,0.3798735849296888
63000,1520,166.57171,0.37932505277364315
63150,1524,167.344504,0.3794985032900528
63300,1528,168.133279,0.37960051243156573
63450,1532,168.917234,0.37946921530342403
63600,1536,169.684512,0.38160627942418535
63750,1540,170.466178,0.38061802591612565
63900,1544,171.23526,0.3785041409200363
64050,1548,172.006174,0.37898370070315396
64200,1552,172.783237,0.3788779242182633
64350,1556,173.551925,0.3780541264184501
64500,1560,174.323399,0.37800421503839476
64650,1564,175.148374,0.3781607476950104
64800,1568,175.8937,0.3786309331833027
64950,1572,176.656938,0.3785775465013277
65100,1576,177.442854,0.37908711824310226
65250,1580,178.236151,0.37990982662597444
65400,1584,179.03387,0.3791930176291926
65550,1588,179.861951,0.3776120753014772
65700,1592,180.645437,0.38138231957298263
65850,1596,181.446305,0.38018150044113685
66000,1600,182.238818,0.37962335459935637
66150,1604,183.048719,0.3762200370719633
66300,1608,183.88396,0.3784152304809485
66450,1612,184.703923,0.37706871317190443
66600,1616,185.515779,0.3805625567620603
66750,1620,186.325362,0.3785844050328341
66900,1624,187.134948,0.378313646255587
67050,1628,187.951165,0.377964122143819
67200,1632,188.763074,0.37611350787234527
67350,1636,189.628543,0.3780984581750617
67500,1640,190.532634,0.3786246845030328
67650,1644,191.37552,0.37616782280655686
